id,Цена
747,2180760.8695652173
962,1831904.761904762
1105,2226250.0
795,4483333.333333333
390,2558230.769230769
1302,1511428.5714285714
1448,2558230.769230769
1388,2973859.090909091
126,970000.0
1605,2370927.5217391304
870,2370927.5217391304
701,1460294.1176470588
1239,4000000.0
1201,6700000.0
685,1807500.0
427,2180760.8695652173
168,793333.3333333334
1181,3632432.4324324327
1428,2180760.8695652173
347,2487741.935483871
1385,1753532.0
220,1575000.0
125,2837000.0
197,1511428.5714285714
1108,2558230.769230769
1166,3090769.230769231
871,4753571.428571428
1544,2370927.5217391304
513,2387375.0
1431,2387375.0
194,2973859.090909091
1401,2558230.769230769
509,2370927.5217391304
381,5248333.333333333
361,2370927.5217391304
1254,2370927.5217391304
609,745500.0
349,3632432.4324324327
1067,2850000.0
970,2850000.0
1062,2370927.5217391304
301,4189687.5
593,4753571.428571428
1491,2558230.769230769
652,2180760.8695652173
1262,2087500.0
1459,3716666.6666666665
1089,1460294.1176470588
436,2973859.090909091
259,2370927.5217391304
1566,2973859.090909091
499,2370927.5217391304
943,5275000.0
316,2387375.0
1123,1925714.2857142857
1185,1753532.0
158,1022727.2727272727
817,1460294.1176470588
1380,3868571.4285714286
829,2973859.090909091
1326,2973859.090909091
1390,2973859.090909091
1514,2973859.090909091
1444,3402631.5789473685
763,2180760.8695652173
680,2973859.090909091
337,1831904.761904762
20,4189687.5
413,2180760.8695652173
515,2180760.8695652173
18,4483333.333333333
1513,2180760.8695652173
544,2790285.714285714
136,3375000.0
93,1219166.6666666667
1581,2370927.5217391304
1571,2992500.0
1356,1511428.5714285714
1387,2487741.935483871
1432,2973859.090909091
1226,2487741.935483871
600,2370927.5217391304
846,545000.0
872,2180760.8695652173
1183,970000.0
1599,4189687.5
1129,1022727.2727272727
1402,2487741.935483871
1242,2487741.935483871
890,6700000.0
1046,3090769.230769231
638,2500000.0
134,3632432.4324324327
794,2387375.0
333,2370927.5217391304
1408,745500.0
1120,2226250.0
1072,1460294.1176470588
692,1022727.2727272727
1261,3402631.5789473685
1469,2370927.5217391304
510,3090769.230769231
786,2180760.8695652173
1165,3090769.230769231
204,1022727.2727272727
602,4189687.5
269,4566666.666666667
1306,2370927.5217391304
551,1925714.2857142857
113,1753532.0
1142,3090769.230769231
514,2973859.090909091
1282,2973859.090909091
952,3716666.6666666665
1265,2558230.769230769
1503,2790285.714285714
1389,3632432.4324324327
956,2973859.090909091
497,2973859.090909091
589,3632432.4324324327
1498,4753571.428571428
232,1511428.5714285714
1564,2973859.090909091
82,2370927.5217391304
312,3090769.230769231
1393,2487741.935483871
1222,3412500.0
758,793333.3333333334
1361,1460294.1176470588
1295,2370927.5217391304
659,1460294.1176470588
236,1831904.761904762
569,1925714.2857142857
1204,2790285.714285714
1309,4189687.5
1126,2370927.5217391304
743,2973859.090909091
1360,1460294.1176470588
566,4483333.333333333
688,3632432.4324324327
4,2370927.5217391304
1407,1550000.0
506,5275000.0
1347,3632432.4324324327
1308,4753571.428571428
1474,2276666.6666666665
605,4000000.0
571,4000000.0
1029,2558230.769230769
1169,2370927.5217391304
1131,3090769.230769231
938,2370927.5217391304
555,3050000.0
1313,3402631.5789473685
157,1022727.2727272727
1249,2837000.0
529,2790285.714285714
139,3632432.4324324327
1395,2487741.935483871
1396,2973859.090909091
1050,3375000.0
325,2973859.090909091
995,760000.0
348,2973859.090909091
738,4680000.0
1284,3768625.0
1040,3090769.230769231
644,2180760.8695652173
1496,4680000.0
201,2370927.5217391304
784,1806000.0
346,1511428.5714285714
1480,2370927.5217391304
920,2973859.090909091
428,1460294.1176470588
334,3090769.230769231
503,3632432.4324324327
1117,2226250.0
698,1511428.5714285714
1320,5248333.333333333
34,2370927.5217391304
1219,4753571.428571428
108,2081666.6666666667
438,1460294.1176470588
247,3632432.4324324327
651,2180760.8695652173
1141,3768625.0
576,5248333.333333333
471,2180760.8695652173
592,4189687.5
162,1022727.2727272727
72,4753571.428571428
293,1022727.2727272727
855,2973859.090909091
898,4680000.0
718,3632432.4324324327
277,3402631.5789473685
876,2992500.0
478,2973859.090909091
1589,2180760.8695652173
1267,1753532.0
378,2226250.0
1404,1219166.6666666667
53,2558230.769230769
84,3090769.230769231
714,2081666.6666666667
669,2226250.0
525,2487741.935483871
444,2487741.935483871
43,2973859.090909091
857,1022727.2727272727
550,3402631.5789473685
843,3402631.5789473685
869,1753532.0
1271,2558230.769230769
211,2370927.5217391304
1475,2973859.090909091
1381,2180760.8695652173
276,4189687.5
552,3050000.0
41,5354000.0
487,2973859.090909091
785,2790285.714285714
153,1022727.2727272727
1430,3632432.4324324327
1238,2180760.8695652173
418,1807500.0
42,3700000.0
654,2180760.8695652173
1260,4753571.428571428
1572,1460294.1176470588
540,2973859.090909091
118,690000.0
1478,2370927.5217391304
54,5248333.333333333
183,1806000.0
746,1807500.0
208,1022727.2727272727
530,2370927.5217391304
853,2992500.0
367,2558230.769230769
612,2973859.090909091
192,2973859.090909091
376,4680000.0
910,2226250.0
809,1511428.5714285714
596,3402631.5789473685
338,1806000.0
1069,2973859.090909091
1080,3632432.4324324327
374,2558230.769230769
1182,545000.0
1487,2558230.769230769
1454,5354000.0
31,1219166.6666666667
287,2973859.090909091
1047,2992500.0
87,2370927.5217391304
1057,2487741.935483871
1466,1831904.761904762
1157,1831904.761904762
1094,2180760.8695652173
1215,2500000.0
575,5248333.333333333
812,2370927.5217391304
1417,2500000.0
404,2790285.714285714
868,970000.0
1593,3768625.0
156,1460294.1176470588
614,2973859.090909091
1583,3768625.0
648,1807500.0
792,1022727.2727272727
1374,2180760.8695652173
1537,2487741.935483871
1250,1831904.761904762
813,2370927.5217391304
635,1022727.2727272727
359,3632432.4324324327
1559,2180760.8695652173
878,1022727.2727272727
1400,2973859.090909091
1270,2973859.090909091
294,745500.0
1470,2558230.769230769
918,2558230.769230769
518,2790285.714285714
1351,5354000.0
392,1806000.0
166,793333.3333333334
531,2973859.090909091
1218,1722500.0
969,3090769.230769231
1101,1722500.0
331,2370927.5217391304
707,3632432.4324324327
58,4189687.5
776,2180760.8695652173
1610,1511428.5714285714
1497,2180760.8695652173
753,2973859.090909091
1405,2370927.5217391304
1371,1511428.5714285714
178,1022727.2727272727
1352,1831904.761904762
947,1460294.1176470588
199,2180760.8695652173
996,2500000.0
81,2973859.090909091
1348,3632432.4324324327
524,2790285.714285714
218,3868571.4285714286
142,2370927.5217391304
636,1022727.2727272727
440,2487741.935483871
319,2487741.935483871
1147,970000.0
1455,2370927.5217391304
904,2973859.090909091
917,3402631.5789473685
1468,1460294.1176470588
215,3868571.4285714286
1333,3632432.4324324327
1517,3632432.4324324327
249,2837000.0
377,5248333.333333333
1281,2973859.090909091
165,793333.3333333334
803,2370927.5217391304
373,2558230.769230769
937,2850000.0
147,4753571.428571428
486,2370927.5217391304
756,3632432.4324324327
131,1831904.761904762
206,793333.3333333334
595,2558230.769230769
1109,1925714.2857142857
560,3768625.0
1049,4566666.666666667
1095,2750000.0
1276,1753532.0
207,793333.3333333334
461,3412500.0
250,4566666.666666667
1107,1722500.0
30,4753571.428571428
439,3700000.0
1092,2973859.090909091
75,4189687.5
299,2790285.714285714
1435,3632432.4324324327
859,4189687.5
1151,1022727.2727272727
414,1460294.1176470588
1409,700000.0
443,2487741.935483871
1611,2837000.0
863,2837000.0
484,2180760.8695652173
431,1460294.1176470588
558,2370927.5217391304
820,1511428.5714285714
905,2370927.5217391304
671,2180760.8695652173
117,2370927.5217391304
674,2973859.090909091
61,3090769.230769231
1207,2370927.5217391304
241,2370927.5217391304
764,2973859.090909091
990,2180760.8695652173
401,1219166.6666666667
1375,1460294.1176470588
1174,1753532.0
94,1831904.761904762
941,2370927.5217391304
1460,2973859.090909091
899,2370927.5217391304
1331,2387375.0
1224,1022727.2727272727
587,3632432.4324324327
1570,2370927.5217391304
1429,3632432.4324324327
553,2558230.769230769
570,4189687.5
761,2850000.0
1130,3768625.0
1369,1511428.5714285714
900,2973859.090909091
1481,2370927.5217391304
263,2370927.5217391304
1275,3402631.5789473685
1604,2973859.090909091
1384,3716666.6666666665
1017,2558230.769230769
626,1513333.3333333333
1595,3632432.4324324327
494,1831904.761904762
1530,2180760.8695652173
1523,4000000.0
1535,2973859.090909091
790,1806000.0
70,3868571.4285714286
582,4189687.5
1486,3090769.230769231
1199,3632432.4324324327
391,4753571.428571428
802,1753532.0
1292,2973859.090909091
1152,2790285.714285714
1473,3868571.4285714286
171,2180760.8695652173
323,2973859.090909091
982,1925714.2857142857
281,2387375.0
1434,2487741.935483871
1542,3090769.230769231
1379,3632432.4324324327
463,2973859.090909091
91,793333.3333333334
1113,4680000.0
1299,1925714.2857142857
563,4680000.0
68,6800000.0
257,3868571.4285714286
1512,2180760.8695652173
631,2370927.5217391304
1225,2487741.935483871
841,1022727.2727272727
821,1511428.5714285714
1349,2973859.090909091
180,1022727.2727272727
1416,4680000.0
239,1753532.0
960,2973859.090909091
1148,970000.0
988,1022727.2727272727
806,1753532.0
1310,3050000.0
1546,4753571.428571428
1383,3632432.4324324327
1236,2790285.714285714
460,2487741.935483871
1116,4189687.5
1106,1722500.0
645,2081666.6666666667
237,1831904.761904762
1495,5275000.0
371,4189687.5
1268,3768625.0
1187,2973859.090909091
114,2370927.5217391304
975,2973859.090909091
1577,2558230.769230769
549,3402631.5789473685
1558,2973859.090909091
1196,3090769.230769231
45,6000000.0
894,1806000.0
1580,970000.0
611,2370927.5217391304
322,2558230.769230769
1006,2973859.090909091
1445,2558230.769230769
1075,3700000.0
98,793333.3333333334
1526,2180760.8695652173
502,2973859.090909091
709,5354000.0
767,3090769.230769231
1184,745500.0
1413,2370927.5217391304
1211,2370927.5217391304
725,1022727.2727272727
137,2487741.935483871
1612,2370927.5217391304
2,2087500.0
317,4189687.5
1144,970000.0
270,2973859.090909091
74,4189687.5
448,2370927.5217391304
1533,2973859.090909091
751,2180760.8695652173
115,1753532.0
653,2180760.8695652173
779,2180760.8695652173
650,1807500.0
1569,3868571.4285714286
106,2973859.090909091
403,3402631.5789473685
1240,1831904.761904762
705,1022727.2727272727
152,2973859.090909091
397,760000.0
1594,4000000.0
633,745500.0
1406,2973859.090909091
150,793333.3333333334
934,2370927.5217391304
195,1511428.5714285714
462,2973859.090909091
980,2370927.5217391304
311,4753571.428571428
1510,1753532.0
264,2370927.5217391304
1068,2850000.0
959,2973859.090909091
341,2180760.8695652173
1607,2487741.935483871
