id,Цена
747,2205487.400440676
962,1806774.3434116542
1105,2146153.383722877
795,4345615.748584269
390,2811436.4152384475
1302,1596979.8101214245
1448,2558379.97161955
1388,3123658.8235236146
126,963163.8739141356
1605,2618062.9992343895
870,2317002.692545023
701,1380981.9403268024
1239,3841292.40107809
1201,5385545.080230527
685,1919691.5763631947
427,2243836.4646805916
168,689954.7114148475
1181,4037439.5764328614
1428,2219903.2611299623
347,2562347.5263258163
1385,1565947.5293077137
220,1670293.8649255913
125,3137452.964504337
197,1906198.4314384107
1108,2503424.1640646327
1166,3213635.0718642958
871,4345983.39386026
1544,2215973.842025973
513,2953653.708642114
1431,2680414.768040506
194,3081694.200681044
1401,2253616.0628070347
509,2602268.284881573
381,4900823.123126781
361,2219016.50311023
1254,2501260.9108151924
609,978885.4677701201
349,3749114.038614411
1067,3105899.100542009
970,3299935.2550787944
1062,2245005.549105717
301,3942770.9642644413
593,4443914.9327921625
1491,2206742.656678414
652,2231908.234990496
1262,2438280.9952828847
1459,3384469.598830752
1089,1407108.100824546
436,3398708.8950322103
259,2169707.9704012945
1566,3032945.29911346
499,2050763.8961218912
943,4948983.09915863
316,2949640.5523929354
1123,1936779.9962830376
1185,1503333.2748374138
158,843580.076479746
817,1245772.064530775
1380,4186469.6401551086
829,2781498.7227587607
1326,2858166.7469098344
1390,3032783.828833379
1514,2645297.55150255
1444,2813064.311862789
763,2200997.1080499403
680,2886767.9061189163
337,1616608.3960440252
20,4392510.700395975
413,2355676.640266778
515,2103084.9204578996
18,4495931.921898188
1513,2074291.0432209969
544,2786117.879420841
136,3601460.1748622283
93,1435402.8486803733
1581,2106495.4951726887
1571,2340164.8306006286
1356,1727837.6612588242
1387,2327648.405914588
1432,2635508.4402770363
1226,2409659.3468440976
600,2528805.8521365374
846,607402.2583412733
872,2164818.8988892324
1183,933608.8278021589
1599,4164994.4498422053
1129,1016750.4524550363
1402,2615894.9600083716
1242,2368045.380869141
890,6107351.003089163
1046,3119491.3474047817
638,2589284.1425322145
134,3520968.0036318004
794,2954808.2813715357
333,2449808.6389299426
1408,677668.449169103
1120,2128531.8694267552
1072,1434910.7657969035
692,1139918.5054889005
1261,3586070.4418748002
1469,2125509.1875683665
510,2609619.393977791
786,2098558.221139252
1165,2890711.9562114123
204,986392.0186460782
602,4272364.591569068
269,4193782.7134522554
1306,2756024.1102830227
551,1922443.1461373474
113,1698479.0882795993
1142,3306853.9714835584
514,2961878.782815596
1282,2822159.395971004
952,3229740.854438143
1265,2782205.045905119
1503,3069294.7318373118
1389,4179828.753974676
956,3013156.8550666645
497,2739667.582740383
589,4131490.246803051
1498,4183973.2781793643
232,1581698.5880032051
1564,2611265.864600407
82,2279350.934943594
312,3014942.4044971038
1393,2565566.2639948744
1222,3047618.5686962195
758,669787.2757939566
1361,1113986.3759463578
1295,2321853.6530937627
659,1429812.3113833684
236,1728726.6507448293
569,2052661.0318737905
1204,2820194.8213287108
1309,3853331.1103924606
1126,2115510.008753162
743,3602746.503661005
1360,1454989.4342420138
566,4582903.726722524
688,4015228.069383109
4,2419162.505143082
1407,1911214.7354914434
506,6220288.743858445
1347,3895849.7438949384
1308,4544286.477805978
1474,2153132.1933798827
605,3847915.4495562315
571,3698681.262109915
1029,2721582.686509315
1169,2067149.0391060784
1131,2746518.893851893
938,2204357.923244208
555,3037274.674114162
1313,3164541.2307986766
157,869936.9478991963
1249,2975627.5974232145
529,2575810.566423923
139,3921261.0929900054
1395,2565566.2639948744
1396,3528830.838427946
1050,3235777.5252747294
325,2769360.7103101276
995,671785.1250591557
348,3182664.4360272326
738,5014054.62534287
1284,3668696.545242816
1040,3380399.6236461643
644,2147242.776338121
1496,5006144.043003328
201,2273551.58317386
784,1560902.651863752
346,1491815.5195088014
1480,1932123.536647061
920,2805401.7377835065
428,1368320.0479016677
334,3224306.9633358847
503,3941538.6385594103
1117,2341283.1881789267
698,1859811.0484161694
1320,4658470.451525772
34,2374259.7071982753
1219,4239526.065064771
108,2057661.050891269
438,1651492.7879145406
247,3271782.539589165
651,2362276.593788011
1141,4012085.1178257093
576,4897195.976287741
471,2008295.2995048463
592,3898543.8014500197
162,863477.0869109072
72,5017043.263566161
293,973730.0252160188
855,2942685.4571765624
898,5874980.064348444
718,4209331.635415049
277,3090433.9520458262
876,2876484.9007668793
478,3187744.6484501623
1589,2142218.8300378937
1267,1758537.4253586307
378,2218345.270238936
1404,1440188.2585215569
53,2830123.375142608
84,3069788.4278258625
714,2115498.9593583904
669,1963157.8228900898
525,2657985.916530242
444,2612719.3748694137
43,2835270.966946449
857,958300.7434806898
550,3012904.569772482
843,3571281.6846059132
869,1872102.4719487522
1271,2933702.7116026245
211,2204413.105205657
1475,3242721.0115745813
1381,2085406.9349883106
276,3871036.28757504
552,2882429.103174912
41,5813755.4445028175
487,3242936.177852029
785,2339056.583419401
153,872233.7890098952
1430,4151019.2699240763
1238,2155401.8069788944
418,1926980.9709220063
42,3721854.6186298765
654,2242185.4186229873
1260,4723093.675481826
1572,1605372.5869737957
540,3093725.855520904
118,889443.3816803116
1478,1997712.4851346333
54,4970032.004531644
183,1663789.8820957951
746,2048164.3070025723
208,922177.6763994135
530,2414515.568550514
853,3006973.2399220504
367,2441674.987638792
612,2989175.338638149
192,3074422.4460831527
376,4956477.171390807
910,2465058.3638929892
809,1535410.903936511
596,3303311.0101698227
338,1909513.9443617538
1069,3016699.45795732
1080,3623263.5914505236
374,2467844.4046713933
1182,581199.4296651762
1487,2307418.716489112
1454,5456502.203119909
31,1304195.902017299
287,3037221.4394646063
1047,2624905.8904216457
87,2188327.8441390544
1057,2602524.139921112
1466,1755070.4839084353
1157,1877561.9824282099
1094,2181889.242676642
1215,2714597.3544749077
575,4897195.976287741
812,2355348.3941762857
1417,2406218.849331418
404,3207255.842885945
868,1054341.5906539839
1593,3638760.0894588213
156,1442421.2287118845
614,2940143.6728129294
1583,3804480.99967126
648,2092275.9834363554
792,844319.5801686384
1374,2422367.089181531
1537,2218012.679954514
1250,1844423.19619718
813,2372919.641789252
635,879745.5522474442
359,3982585.7166287005
1559,2220974.8681511637
878,1178392.3864929117
1400,3116360.655540008
1270,3588556.131078478
294,808993.273526445
1470,2202325.3140165117
918,2720176.680763807
518,2555185.932569498
1351,4881730.933966687
392,1840169.0263532754
166,681169.0876083653
531,3409942.3528128583
1218,1476244.358537903
969,2818919.065589983
1101,1731318.8060777877
331,2366236.6937904675
707,3908847.7326758895
58,4338138.315980604
776,1957522.6554714218
1610,1395337.9098119065
1497,2660485.6829671226
753,2842463.1704606134
1405,2044991.7269344758
1371,1553591.7696440723
178,864430.3420274183
1352,1966390.7573821917
947,1615579.9296753518
199,2163460.005391868
996,3040188.9238217287
81,2872321.035965938
1348,3759329.093974896
524,2607015.626280695
218,3770046.9977646153
142,2409439.237387957
636,897316.7998604104
440,2512694.89520487
319,2602751.4062186033
1147,895447.1151262037
1455,2493276.5373240076
904,3083047.4620566685
917,3413680.753842825
1468,1363215.5531986095
215,3744768.6138177607
1333,4020465.5567290206
1517,3948787.9829290938
249,2913922.622286858
377,4507793.577354485
1281,2860689.18037994
165,681169.0876083653
803,2242792.2729969006
373,2467844.4046713933
937,3021609.839592278
147,4325881.0383858625
486,2049748.408339182
756,3854324.7358560637
131,2075868.2255072445
206,973756.9067857284
595,2409049.829592092
1109,1936974.5614774562
560,3413017.2722304445
1049,4374853.249230878
1095,3525579.541529918
1276,1944010.683299899
207,787863.6470113136
461,2791763.888568759
250,3802796.4717633687
1107,1869005.523730917
30,4463855.9783531595
439,3560893.6650483496
1092,2988099.6370143574
75,4094834.104447093
299,2665223.121116586
1435,4136368.6551309023
859,3780429.6312308386
1151,1037246.362639023
414,1640944.7055281159
1409,818792.2605492529
443,2637704.2807338517
1611,2789093.806571061
863,3215063.598422831
484,2260479.3401104305
431,1507860.7380414456
558,2214310.6365352087
820,1685609.9202962983
905,2410597.532718258
671,2207399.425043436
117,2536656.3225721084
674,3044239.154863177
61,3378411.7585003953
1207,2539188.354566371
241,2217787.6116619855
764,3211153.9407776017
990,2167851.2787326984
401,1426077.8299416993
1375,1250654.9621132072
1174,1979924.5875160117
94,1731619.8806461114
941,2399140.268468611
1460,2628691.05343277
899,2230747.070576107
1331,2833000.396368429
1224,764987.4935817104
587,4077531.923496403
1570,2545641.7281550057
1429,4194947.388956493
553,2439532.064354919
570,4553768.387290038
761,2818820.464509519
1130,3495543.626069922
1369,1585990.333759984
900,3104359.0297015384
1481,2063486.9874389693
263,2134761.687885387
1275,3275221.9225393143
1604,3343778.788514385
1384,3246669.56792596
1017,2504388.864771612
626,2123337.797608426
1595,3853499.0615886413
494,1987139.101662213
1530,1966915.6095720045
1523,3509724.460625559
1535,2829142.6317829713
790,1864923.171500435
70,4090341.227211455
582,3963757.7232669685
1486,3074979.924386462
1199,4854237.972869284
391,4517423.246754844
802,1702041.8831158131
1292,2973675.7117360085
1152,2448603.2813749555
1473,3268937.653850116
171,2186522.2507400997
323,3093242.8246528096
982,1962960.9676088598
281,3007010.03402666
1434,2173421.0984471645
1542,2606681.0307418015
1379,3298109.5835904106
463,3073499.4640540164
91,749900.8723780885
1113,4964649.079471147
1299,1714366.5489681773
563,5594173.387028677
68,5262247.14542787
257,3548040.100047512
1512,2065505.4194145128
631,2243336.656555496
1225,2415864.6665562764
841,1097858.0518562384
821,1685609.9202962983
1349,3279486.696933368
180,893538.2062126566
1416,4938779.174637845
239,1647921.3649602402
960,2718179.2739438023
1148,895447.1151262037
988,1017707.3730966635
806,1649858.7220465746
1310,3014615.643958995
1546,4602700.900243329
1383,3851005.5968490914
1236,2503133.3699396495
460,2456513.653458629
1116,3830802.342195319
1106,1674184.1034085657
645,2108638.8925100304
237,1833244.4908796176
1495,5184536.242684817
371,4137837.2724233177
1268,3685967.4899225105
1187,2775288.769532796
114,2300780.8322206847
975,3426419.4062910844
1577,2111869.928001836
549,3301357.5122449603
1558,2779439.8702455517
1196,3471108.897231186
45,5207524.284592401
894,1689828.8266226258
1580,783842.8754970189
611,2401041.094703505
322,2387965.5022278335
1006,3053058.612901766
