id,Цена
747,2138796.9229663657
962,1774068.3153893584
1105,2162384.069950376
795,4281014.323700325
390,2615011.624081482
1302,1618860.2355610402
1448,2516491.4436521484
1388,3178456.650640839
126,877936.1122738
1605,2501520.424021909
870,2366281.344511662
701,1302856.4405794481
1239,3727673.972959863
1201,5386002.603712215
685,1930448.9576081473
427,2222019.73559441
168,721687.6408376695
1181,4177413.9523495226
1428,2192229.5521030375
347,2560799.8883486353
1385,1645910.5359604664
220,1634811.669550681
125,3192389.8165265797
197,1835506.3953447167
1108,2526496.440417628
1166,3220418.5184813538
871,4550409.257578953
1544,2261878.3006893904
513,2858794.001524968
1431,2754726.7243078314
194,3149594.6265065
1401,2209661.5590125048
509,2518307.6012210078
381,4902957.694150853
361,2271976.7966139894
1254,2548349.248403811
609,828085.0411232753
349,3624665.047672997
1067,3019678.5944950264
970,3119539.3854353693
1062,2378536.244812496
301,4098372.5364590427
593,4624038.264467021
1491,2220284.6254237113
652,2141383.2762764115
1262,2190915.018534117
1459,3419017.01775949
1089,1406585.7147622218
436,3246467.9853285574
259,2213326.176431748
1566,2885368.384432079
499,2168953.0203465307
943,4789353.232325513
316,2887010.921959274
1123,1932912.104649039
1185,1557704.592835183
158,932817.8979917145
817,1304822.6971284095
1380,4102974.0388827054
829,2771932.3444064334
1326,2931152.8187442785
1390,3040840.965888542
1514,2648701.765192562
1444,2969436.474103491
763,2213380.937336575
680,2947085.2428536774
337,1765055.1473786244
20,4422963.627014562
413,2272414.752101617
515,2176897.6107032117
18,4453411.115958323
1513,2109717.822890131
544,2823436.225758742
136,3691961.757038036
93,1378588.0881116076
1581,2197465.4062681277
1571,2273352.3537895773
1356,1672484.6258681226
1387,2470749.9231883744
1432,2699516.4644551454
1226,2397848.412985003
600,2462300.8935214225
846,556427.9969217437
872,2166387.167772922
1183,874094.3455555646
1599,4133153.022483722
1129,995062.7282719251
1402,2532719.518705849
1242,2384620.10187019
890,6169163.79270482
1046,3059846.46221283
638,2678088.1423308332
134,3677261.447377834
794,2924973.944308443
333,2417624.378919894
1408,717182.6019009447
1120,2134404.562682007
1072,1428284.5385888084
692,1086796.2095636332
1261,3493452.542277495
1469,2162418.6245463938
510,2798463.271100437
786,2160998.994080385
1165,2938009.2759655965
204,987350.086038247
602,4329751.927987401
269,4246420.485390911
1306,2650322.462087743
551,1915860.3216454391
113,1696246.6041968376
1142,3223359.7914189156
514,2953038.3802281474
1282,2956856.9880714654
952,3136213.371271836
1265,2711427.2247270304
1503,2948983.8057438917
1389,4085193.3465389637
956,3016709.3915333985
497,2816693.7580527235
589,4119138.472503635
1498,4374825.195552244
232,1554461.5732714992
1564,2713511.8489452684
82,2325377.228431811
312,3018132.280621099
1393,2475460.852137625
1222,3130776.2638606825
758,708471.914071362
1361,1243025.4377555193
1295,2408323.186685818
659,1398211.2933014836
236,1756399.0652435254
569,1937702.5604747685
1204,2757008.3782599075
1309,4022779.493916343
1126,2307231.791634634
743,3605112.5179427313
1360,1475098.997628343
566,4517461.66835932
688,3784330.184629065
4,2419110.66969075
1407,1982117.924239008
506,6018848.880549249
1347,3814682.5302964495
1308,4687000.056348219
1474,1991629.189352406
605,3890643.026337111
571,3723805.2912117452
1029,2664627.0292521883
1169,2238343.819089673
1131,2905987.1768088695
938,2267794.82265654
555,3159141.208361914
1313,3215414.8862713887
157,949408.05262465
1249,3059423.590970644
529,2583171.879320204
139,3915395.137082996
1395,2475460.852137625
1396,3285323.4347705645
1050,3293402.8733496265
325,2756790.479611442
995,732533.0242852417
348,3126570.770585454
738,4983423.23796852
1284,3630467.8757347586
1040,3298376.8736711685
644,2102356.149092634
1496,4933979.836927888
201,2353471.201912445
784,1591425.5916296202
346,1556349.0963365936
1480,2070904.6436905735
920,2890640.8570809774
428,1389971.669688037
334,3158535.938131115
503,3851546.8220601436
1117,2283773.2463423954
698,1743171.139231033
1320,4946343.383319973
34,2415662.842766537
1219,4402755.603652219
108,2058080.958318598
438,1596529.049736348
247,3323432.796952674
651,2262264.371602513
1141,3921966.977321925
576,4933472.406793641
471,2071693.6821078984
592,4063998.8316118205
162,932930.7136708716
72,4919393.657222976
293,933502.3601424525
855,3005659.1118054953
898,5724969.78893915
718,3971959.4078121725
277,3163509.4724001535
876,2879197.377287067
478,3026960.888182503
1589,2086265.0604032543
1267,1778177.6322970316
378,2173283.4107618537
1404,1419136.3006841978
53,2645239.3422999633
84,3159402.3875285345
714,2033625.8550563813
669,1953672.7472731976
525,2707743.2942853733
444,2496629.6045672516
43,2960497.2391482187
857,982060.781043607
550,3141478.2021584613
843,3479015.505821716
869,1839337.0217418312
1271,2787668.6168738143
211,2282272.3826177954
1475,3328662.6818513214
1381,2124572.570425191
276,4030902.035915859
552,3011297.27173774
41,5668317.537559064
487,3126891.666324949
785,2483351.297748741
153,958061.3859529688
1430,4063482.432752
1238,2171830.1159098363
418,1950238.4219191654
42,3684729.450598673
654,2188016.470942526
1260,4743146.377998324
1572,1480772.0298204024
540,3076206.113040615
118,756135.460018203
1478,2029751.5130782055
54,5043656.056955476
183,1653038.6418510885
746,2005286.2677993046
208,944728.5808665786
530,2454398.568540181
853,2885377.947629135
367,2426854.413467178
612,3035048.9305624017
192,3089063.5486357724
376,5025584.83079053
910,2275411.8606056483
809,1613926.425327887
596,3293481.9578724573
338,1819903.9757630816
1069,2985672.7687011925
1080,3562573.121625643
374,2456498.367844528
1182,624919.640913499
1487,2268545.900388641
1454,5413559.862625515
31,1294285.602903393
287,3051183.257444361
1047,2686485.3738345886
87,2323101.6316397036
1057,2630588.676276567
1466,1736515.6953900475
1157,1858951.7077011648
1094,2225008.013960943
1215,2667028.547950722
575,4933472.406793641
812,2457189.1573754726
1417,2441254.140170811
404,3094173.4574007727
868,963894.4483768805
1593,3599711.0532560395
156,1460523.9203780252
614,2922756.8815511013
1583,3680427.7116844538
648,2026541.6183517538
792,916716.5207637781
1374,2381397.501221688
1537,2240292.2224777746
1250,1819276.7074567513
813,2462160.930593861
635,916015.3474286728
359,3819773.05824131
1559,2101709.4415053134
878,1034454.7678606721
1400,3126339.4133492503
1270,3467160.0259359716
294,771387.0665710104
1470,2284180.4896841003
918,2568475.405325823
518,2638107.692817006
1351,5129086.893726783
392,1754727.3468390529
166,718975.9158246958
531,3323516.1683126576
1218,1536131.7782633204
969,2953032.918731282
1101,1672423.3291723041
331,2337883.399401473
707,3704348.60708769
58,4323256.044711098
776,1989819.1817815145
1610,1397302.1515065208
1497,2467329.89265521
753,2862958.101620707
1405,2119711.3285638597
1371,1512633.5164640672
178,943241.0525086784
1352,1992969.0650468948
947,1580517.8458035863
199,2240043.2224805164
996,2866298.6178590246
81,2882560.272180971
1348,3772371.630413414
524,2661857.2559046503
218,3870576.0112067508
142,2463630.9047829155
636,925580.1183679679
440,2426234.225421168
