id,Цена
747,2107306.9855132177
962,1786181.6128142623
1105,2192661.1721594995
795,4146142.31093778
390,2448720.0951979742
1302,1639800.1140523509
1448,2502385.146760801
1388,3112679.8937572096
126,820328.3353899141
1605,2509132.1831523054
870,2421583.1585001587
701,1331680.4787102656
1239,3657249.8434033026
1201,5423513.586139132
685,1957483.93083267
427,2177119.2892695596
168,781564.3014676435
1181,4107219.0560450563
1428,2235769.874387935
347,2560822.572251885
1385,1721181.900259238
220,1611368.280929002
125,3161986.4795376672
197,1675884.9569799325
1108,2522974.8998558163
1166,3116400.4709284334
871,4795755.605017001
1544,2442842.2636273582
513,2734428.4348463356
1431,2738463.1971853552
194,3082364.0878624786
1401,2250656.710012192
509,2392482.3822338884
381,4962596.857286115
361,2316650.317826231
1254,2397556.161206274
609,741718.4393533724
349,3535501.3763481984
1067,2887225.8121219864
970,2918893.9851935226
1062,2457934.2759369775
301,4215106.226516225
593,4774062.604890485
1491,2399435.6742624976
652,2075378.1426630549
1262,1989835.113939613
1459,3618687.006305311
1089,1428778.3064991545
436,3040285.1360812094
259,2286434.3622675454
1566,2906970.9585426343
499,2271446.620354749
943,4684066.001049954
316,2757096.236686846
1123,1916846.3105084186
1185,1630987.4354335272
158,1028527.3978438268
817,1390458.2741600457
1380,3970459.620037497
829,2780999.9054726176
1326,2969694.137156221
1390,3025404.585011578
1514,2820387.913215197
1444,3146029.1205776194
763,2251596.6536281984
680,2991711.7508460134
337,1875586.5258395183
20,4370569.639716714
413,2185173.7595285303
515,2231693.3932359447
18,4410729.827498156
1513,2291849.3149960185
544,2700720.978185439
136,3623543.1284515653
93,1327790.0477539087
1581,2430499.562129106
1571,2442959.014875248
1356,1621060.6067853794
1387,2528142.275234848
1432,2812770.7571690693
1226,2376021.61297477
600,2416631.637620014
846,544723.0158730157
872,2199966.7997377953
1183,824287.3156688942
1599,4241412.115028108
1129,1009615.843713689
1402,2364136.441954088
1242,2428487.041116346
890,6171183.745730534
1046,3033678.2192419246
638,2725183.2356475075
134,3748705.7637982517
794,2759490.6298069702
333,2412584.9817908546
1408,757279.6383411753
1120,2173628.3226814335
1072,1478516.2848940596
692,1075347.6000602324
1261,3370595.017421254
1469,2381384.166752144
510,2973409.112069295
786,2221978.677379871
1165,2988987.5532267764
204,1003901.1223892617
602,4348333.980275796
269,4312743.710172293
1306,2512237.479916258
551,1880728.8608769116
113,1741411.3527082999
1142,3118899.7002614667
514,2948563.2860542387
1282,3031053.3808445185
952,3098959.383410684
1265,2611806.186206001
1503,2945172.33198421
1389,3903444.5567375273
956,2963298.6317285616
497,2868077.6523882835
589,4147689.7568698325
1498,4710569.700193859
232,1549913.8810045582
1564,2930562.9217581768
82,2391273.13929298
312,3038355.671315384
1393,2356427.1460888516
1222,3120523.4616694627
758,777972.4455457876
1361,1371149.032323427
1295,2441151.1383634927
659,1409896.2282608696
236,1787590.571568287
569,1886155.7301842757
1204,2678546.4564789953
1309,4156187.4314154047
1126,2433951.6733986544
743,3400010.2183688097
1360,1491538.5524239615
566,4303285.217387439
688,3601656.6796086146
4,2425888.846806032
1407,1996953.5358245082
506,5593056.517202842
1347,3635163.9338295897
1308,4770165.1761819385
1474,2053280.1154800607
605,3861504.656485364
571,3803265.6082347305
1029,2560299.117930838
1169,2386805.164312853
1131,3007151.9859521016
938,2327850.2919304753
555,3142053.90645631
1313,3267205.4257486803
157,1031360.8961320311
1249,2996306.3052631477
529,2602206.379316353
139,3794137.679822717
1395,2356427.1460888516
1396,3099391.7598037557
1050,3346136.134779346
325,2787616.015836869
995,793667.3100294766
348,3040068.150326383
738,4870636.504919422
1284,3642738.58395954
1040,3157249.7967877686
644,2103925.6289697103
1496,4973425.937644468
201,2387736.417846532
784,1640125.3926093334
346,1600978.2312585071
1480,2345260.4176282976
920,2978548.490288164
428,1442614.879054051
334,3073340.778301329
503,3710771.7505075717
1117,2213103.455791073
698,1655399.0727252953
1320,5109103.658335093
34,2375164.4864160554
1219,4537095.096854725
108,2033635.9964194691
438,1530412.9979166375
247,3404903.2887441926
651,2182985.867668199
1141,3725701.2322248435
576,4994940.6316228965
471,2180950.1378682004
592,4163338.493241493
162,1018147.2717729036
72,4726377.276702116
293,977829.9682879291
855,3022360.974697608
898,5273819.744192856
718,3649661.8064961885
277,3258798.7679968816
876,2920620.1398137254
478,2879976.603129276
1589,2171011.148881334
1267,1800432.5257985496
378,2143285.9022442577
1404,1320081.1118627365
53,2466689.7287869467
84,3145948.366870314
714,1983565.6148535942
669,2004012.6176793608
525,2699297.9321592962
444,2404208.203143121
43,3029673.8824577956
857,1028182.1597485886
550,3276562.4817693955
843,3349817.5690694763
869,1762056.8985449288
1271,2609672.4516976527
211,2312167.3913263194
1475,3401780.814372853
1381,2173023.575332823
276,4136521.0123465713
552,3147451.7819141853
41,5327947.792316616
487,2975649.119107515
785,2608275.479925157
153,1030273.8264152553
1430,3931143.921437559
1238,2174615.8794879867
418,1963402.1471463991
42,3581729.673097029
654,2161236.521890136
1260,4697463.475471109
1572,1507581.2266380123
540,3025874.9053377416
118,667043.8863411972
1478,2266374.843671427
54,5138618.665252304
183,1652783.2514490297
746,1936791.3816812083
208,985687.4933548972
530,2456621.07273257
853,2784803.0924887536
367,2389484.6892668423
612,3000412.323598508
192,2981985.0075900704
376,5014283.810465184
910,2066738.2274651583
809,1696002.5848169744
596,3305982.030142962
338,1763791.6430237268
1069,2943210.8112583444
1080,3528433.860287288
374,2407939.6894582147
1182,646126.4901993275
1487,2376017.416332113
1454,5437949.344304932
31,1292815.1237058092
287,2980638.162742147
1047,2794745.2181862
87,2403709.0371532915
1057,2620656.44683077
1466,1856043.7860575307
1157,1860609.5240138737
1094,2179602.0636626296
1215,2610636.4301440977
575,4994940.6316228965
812,2508697.947388931
1417,2496269.4776971163
404,2940422.039586549
868,899770.9119491574
1593,3710213.6920277826
156,1484293.6331611802
614,2916714.798815177
1583,3709591.5208743406
648,1975666.4820048134
792,1005322.2397250849
1374,2243312.3000582205
1537,2407767.3974085334
1250,1811127.5072842021
813,2514720.859329829
635,971278.4529947698
359,3578620.683281296
1559,2168677.0841802615
878,1035578.1008885038
1400,3102085.9155914905
1270,3268183.080439345
294,761454.3722193829
1470,2475465.462311277
918,2434716.675350663
518,2733855.4313994814
1351,5192049.80258345
392,1746770.9857772812
166,781824.4866528286
531,3173307.829241584
1218,1627619.5170152136
969,3060838.432898219
1101,1642764.1256735222
331,2344033.056356221
707,3564094.682308854
